nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion,fecha_inicio,fecha_fin,hora_fecha_inicio,hora_fecha_fin
Taller de Poesía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4fc6e037df92910VgnVCM2000001f4a900aRCRD,28041,AVENIDA SAN FERMIN 10,18:00,Biblioteca Pública Municipal San Fermín (Usera),2024-10-15,2025-06-17,18:00:00.0,23:59:00.0
Taller de Poesía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f0b09ab0b9c21910VgnVCM1000001d4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,10:00,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),2024-10-01,2025-06-10,10:00:00.0,23:59:00.0
Taller de Psicología,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2b0d6081f5f92910VgnVCM1000001d4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,10:00,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),2024-10-18,2025-06-06,10:00:00.0,23:59:00.0
Taller de Psicología,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b54e902e0631910VgnVCM1000001d4a900aRCRD,28053,AVENIDA GLORIETAS 19,11:00,Biblioteca Pública Municipal Pozo del Tío Raimundo (Puente de Vallecas),2024-10-02,2025-05-28,11:00:00.0,23:59:00.0
Taller de regeneración de suelos en el Huerto Comunitario Vicálvaro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eaa192b2d94f4910VgnVCM2000001f4a900aRCRD,,,17:30,,2025-02-24,2025-02-24,17:30:00.0,23:59:00.0
Taller de Relajación,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e771833195a4910VgnVCM2000001f4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,10:30,Centro Sociocultural Bohemios (Villaverde),2025-02-06,2025-02-27,10:30:00.0,23:59:00.0
Taller de semillas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cc62924d36704910VgnVCM2000001f4a900aRCRD,,,11:00,,2025-03-30,2025-03-30,11:00:00.0,23:59:00.0
Taller de semilleros en el Huerto Urbano Comunitario Fuente de la Carra,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d2b1114bbe725910VgnVCM2000001f4a900aRCRD,,,17:00,,2025-02-27,2025-02-27,17:00:00.0,23:59:00.0
Taller de semilleros en el Huerto Urbano Comunitario Garbanzal Las Montijas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2573114bbe725910VgnVCM2000001f4a900aRCRD,,,11:00,,2025-03-01,2025-03-01,11:00:00.0,23:59:00.0
Taller de Uso de Smartphone para Mayores de 60 años,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb14cfac99225910VgnVCM2000001f4a900aRCRD,28021,ACCESO COLONIA MARCONI 4,10:30,Centro Sociocultural Marconi (Villaverde),2025-03-10,2025-03-31,10:30:00.0,23:59:00.0
Taller Formativo de Producción Musical,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=51133276cdfd4910VgnVCM1000001d4a900aRCRD,,,16:30,,2025-02-10,2025-04-07,16:30:00.0,23:59:00.0
Taller La Biodiversidad en acción y Aves Exóticas Invasoras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a37924d36704910VgnVCM2000001f4a900aRCRD,,,16:30,,2025-03-27,2025-03-27,16:30:00.0,23:59:00.0
Taller La Biodiversidad y nuestras Aves,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8bc6924d36704910VgnVCM2000001f4a900aRCRD,,,16:30,,2025-03-20,2025-03-20,16:30:00.0,23:59:00.0
Taller La ITV de la bici,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f2c476bd693f3910VgnVCM1000001d4a900aRCRD,,,17:00,,2025-02-28,2025-02-28,17:00:00.0,23:59:00.0
Taller La ITV de la bici,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=37b476bd693f3910VgnVCM1000001d4a900aRCRD,,,11:00,,2025-03-09,2025-03-09,11:00:00.0,23:59:00.0
Taller Preparativos 8M: Nos entrelazamos con las vecinas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3193c406a51b4910VgnVCM2000001f4a900aRCRD,28032,AVENIDA REAL 14,10:00,Espacio de Igualdad Gloria Fuertes. Vicálvaro,2025-02-25,2025-02-25,10:00:00.0,23:59:00.0
Taller reciclArte,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a61700d72623e810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,Centro de Información y Educación Ambiental de El Huerto de El Retiro,2025-03-09,2025-03-09,11:00:00.0,23:59:00.0
Taller Superar los filtros ATS,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6332c406a51b4910VgnVCM2000001f4a900aRCRD,28007,CALLE ARREGUI Y ARUEJ 31,11:30,Espacio de Igualdad Elena Arnedo Soriano. Retiro,2025-02-27,2025-02-27,11:30:00.0,23:59:00.0
Taller 'Pintacaras',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e0197b3b79f4910VgnVCM1000001d4a900aRCRD,,,19:30,,2025-02-28,2025-02-28,19:30:00.0,23:59:00.0
Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d86b2481b1e1910VgnVCM2000001f4a900aRCRD,28022,CALLE MARIA SEVILLA DIAGO 15,18:00,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),2024-10-08,2025-04-29,18:00:00.0,23:59:00.0
Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9274b2481b1e1910VgnVCM2000001f4a900aRCRD,28002,CALLE MANTUANO 51,18:00,Biblioteca Pública Municipal Francisco Ibáñez (Chamartín),2024-10-08,2025-04-29,18:00:00.0,23:59:00.0
Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd6ab01c7d402910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,18:00,Biblioteca Pública Municipal Iván de Vargas (Centro),2024-10-08,2025-04-29,18:00:00.0,23:59:00.0
Taller 'Remedial English',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=867b0525bf520910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,18:00,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),2024-10-07,2025-04-28,18:00:00.0,23:59:00.0
Talleres creativos en idioma serbio,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=394cdaa14d721910VgnVCM2000001f4a900aRCRD,28005,CALLE SAN JUSTO 5,11:00,Biblioteca Pública Municipal Iván de Vargas (Centro),2024-09-22,2025-06-22,11:00:00.0,23:59:00.0
Talleres de máscaras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e206292bc8325910VgnVCM2000001f4a900aRCRD,28020,CALLE BRAVO MURILLO 251,,Centro Sociocultural Tetuán,2025-03-01,2025-03-01,00:00:00.0,23:59:00.0
Talleres de máscaras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=74adf9c0a8825910VgnVCM1000001d4a900aRCRD,28029,PLAZA DONOSO 5,16:30,Centro Cultural Eduardo Úrculo (Tetuán),2025-03-03,2025-03-03,16:30:00.0,23:59:00.0
Talleres de Price (De 7 a 9 años),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f981045e3fd15910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,10:00,Teatro Circo Price,2025-03-29,2025-06-14,10:00:00.0,23:59:00.0
Talleres de reflexión y meditación: la acción coherente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=21499827a09d2910VgnVCM1000001d4a900aRCRD,28022,CALLE BOLTAÑA 23,18:30,Biblioteca Pública Municipal Canillejas (San Blas-Canillejas),2024-11-13,2025-03-05,18:30:00.0,23:59:00.0
Talleres del Price (5 y 6 años),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=12a1045e3fd15910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,10:00,Teatro Circo Price,2025-03-29,2025-06-14,10:00:00.0,23:59:00.0
TALLERES FAMILIARES,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac22b2de9aa7e810VgnVCM1000001d4a900aRCRD,28049,Carretera M-607 Km 13 L-10 ,11:00,Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo),2025-02-02,2025-02-28,11:00:00.0,23:59:00.0
Talleres Infantiles de Carnaval. Centros Socioculturales de Villaverde,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=063ebe426bef4910VgnVCM1000001d4a900aRCRD,,,11:00,,2025-03-01,2025-03-01,11:00:00.0,23:59:00.0
Taller: los sonidos de Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=70e2924d36704910VgnVCM2000001f4a900aRCRD,,,16:30,,2025-03-07,2025-03-07,16:30:00.0,23:59:00.0
Taller: Monta tu huerto en un recipiente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0ead59bba2704910VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,Centro de Información y Educación Ambiental de El Huerto de El Retiro,2025-03-06,2025-03-06,11:00:00.0,23:59:00.0
Taller: `¿Cómo Leer Un Cuadro? ´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=007ca8c219315910VgnVCM2000001f4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,17:00,Centro Sociocultural Bohemios (Villaverde),2025-03-04,2025-03-25,17:00:00.0,23:59:00.0
Te canto un cuento,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a83e470347225910VgnVCM2000001f4a900aRCRD,28020,CALLE BRAVO MURILLO 251,18:00,Centro Sociocultural Tetuán,2025-03-07,2025-03-07,18:00:00.0,23:59:00.0
Teatro Adultos: `Cosa de Dos´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=80f5dd932f294910VgnVCM2000001f4a900aRCRD,28021,CALLE DOCTOR MARTIN AREVALO 2,19:00,Centro Sociocultural Ágata (Villaverde),2025-02-28,2025-02-28,19:00:00.0,23:59:00.0
Teatro en el Espacio de Igualdad Clara Campoamor,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=65d6dd2eca6b1910VgnVCM1000001d4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,17:30,Espacio de Igualdad Clara Campoamor. Villaverde,2025-02-04,2025-02-25,17:30:00.0,23:59:00.0
Teatro Infantil: `Tan Sólo Una Hormiga´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ccd926a636405910VgnVCM1000001d4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,18:00,Centro Sociocultural Bohemios (Villaverde),2025-03-14,2025-03-14,18:00:00.0,23:59:00.0
TEATRO. 'Padre Carlos: El rey pescador' dirigido por José María Paolantonio e interpretada por Pablo Razuk,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=638100c8fb884910VgnVCM1000001d4a900aRCRD,28037,CALLE HERMANOS GARCIA NOBLEJAS 14,19:00,Centro Cultural Príncipe de Asturias (Ciudad Lineal),2025-02-28,2025-02-28,19:00:00.0,23:59:00.0
Teatro: `Doña Rosita la Soltera´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1e99c4490405910VgnVCM1000001d4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,19:00,Centro Sociocultural Bohemios (Villaverde),2025-03-07,2025-03-07,19:00:00.0,23:59:00.0
Teatro: `La Penúltima en Casa´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a65a26a636405910VgnVCM1000001d4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,19:00,Centro Sociocultural Bohemios (Villaverde),2025-03-21,2025-03-21,19:00:00.0,23:59:00.0
Tecnologías tras las exposiciones inmersivas: sentir sin tocar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab01d58d22984910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,18:00,Biblioteca Pública Municipal San Fermín (Usera),2025-02-07,2025-06-06,18:00:00.0,23:59:00.0
Tejedoras en autonomía [Mujeres Compartiendo Sabiduría],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c257582a56f54910VgnVCM1000001d4a900aRCRD,28022,PLAZA EURIPIDES 1,17:00,Espacio de Igualdad Lucía Sánchez Saornil. San Blas-Canillejas,2025-01-09,2025-03-27,17:00:00.0,23:59:00.0
Tejiendo Colores,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1868061b6e15910VgnVCM2000001f4a900aRCRD,28026,CALLE DOCTOR TOLOSA LATOUR 16,,Centro de Educación Ambiental y Cultural Maris Stella (Usera),2025-03-01,2025-03-31,00:00:00.0,23:59:00.0
Tejiendo palabras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d3bbc6b7dbc4910VgnVCM1000001d4a900aRCRD,28025,CALLE GENERAL RICARDOS 252,11:00,Biblioteca Pública Municipal La Chata (Carabanchel),2025-02-04,2025-05-20,11:00:00.0,23:59:00.0
"Temas, variaciones, continuidades: El cine de Germaine Dulac y Marcelle Thirache",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb14268768df4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Cineteca Madrid,2025-03-19,2025-03-19,00:00:00.0,23:59:00.0
Terminus,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b77f7546280d4910VgnVCM2000001f4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,,Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro),2025-02-07,2025-02-24,00:00:00.0,23:59:00.0
Tertulia con mi abogada,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=014011c60bad4910VgnVCM2000001f4a900aRCRD,28016,CALLE ENRIQUE JARDIEL PONCELA 8,12:00,Espacio de Igualdad Nieves Torres. Chamartín,2025-02-27,2025-02-27,12:00:00.0,23:59:00.0
Tertulias de filosofía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6626ce6dde131910VgnVCM1000001d4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,10:00,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),2024-10-04,2025-05-30,10:00:00.0,23:59:00.0
"Tertulias de viajes: escucha, intercambia y comparte experiencias",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3d7f28cb84672910VgnVCM2000001f4a900aRCRD,28017,CALLE ASCAO 4,10:00,Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),2024-10-30,2025-05-21,10:00:00.0,23:59:00.0
Tertulias en francés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7fc27a924b41910VgnVCM2000001f4a900aRCRD,28004,CALLE BARCELO 4,19:00,Biblioteca Pública Municipal Mario Vargas Llosa (Centro),2024-09-24,2025-06-10,19:00:00.0,23:59:00.0
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=73e6dc1e00af4910VgnVCM2000001f4a900aRCRD,28031,CALLE MONTE AYA 12,19:00,Biblioteca Pública Municipal Gerardo Diego (Villa de Vallecas),2025-01-13,2025-05-26,19:00:00.0,23:59:00.0
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa7248a5e0d84910VgnVCM1000001d4a900aRCRD,28019,CALLE ISAAC ALBENIZ 1,19:00,Biblioteca Pública Municipal Ana María Matute (Carabanchel),2025-01-23,2025-05-29,19:00:00.0,23:59:00.0
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ae6016630a815910VgnVCM2000001f4a900aRCRD,28038,CALLE CANTALAPIEDRA 11,11:00,Biblioteca Pública Municipal Portazgo (Puente de Vallecas),2025-02-04,2025-06-17,11:00:00.0,23:59:00.0
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ad33527bea41910VgnVCM1000001d4a900aRCRD,28041,AVENIDA SAN FERMIN 10,19:00,Biblioteca Pública Municipal San Fermín (Usera),2024-10-02,2025-06-18,19:00:00.0,23:59:00.0
Tertulias en Inglés,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ed0f5ab3b2f64910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 11,18:30,Biblioteca Pública Municipal Miguel Delibes (Moratalaz),2025-01-17,2025-05-30,18:30:00.0,23:59:00.0
Tertulias en Inglés (infantil),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=eec46c112bc41910VgnVCM2000001f4a900aRCRD,28053,CALLE PUERTO DEL MONASTERIO 1,18:00,Biblioteca Pública Municipal Vallecas (Puente de Vallecas),2024-09-25,2025-06-11,18:00:00.0,23:59:00.0
Testamentos y herencias. Espacio notarial [Espacios de Igualdad],http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cf2c73a38c943910VgnVCM1000001d4a900aRCRD,28007,CALLE ARREGUI Y ARUEJ 31,17:00,Espacio de Igualdad Elena Arnedo Soriano. Retiro,2025-03-25,2025-03-25,17:00:00.0,23:59:00.0
The diary of a teenage girl,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad8feb1eb9305910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Cineteca Madrid,2025-03-30,2025-03-30,00:00:00.0,23:59:00.0
The Gipsy Marionettist - Rašid Nikolić (Italia),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=178dd6fdb90d4910VgnVCM2000001f4a900aRCRD,28009,AVENIDA MÉXICO 4,,Teatro Municipal de Títeres. Parque de El Retiro,2025-04-26,2025-04-27,00:00:00.0,23:59:00.0
The Pickles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=18f1c08889415910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:00,Centro Cultural Antonio Machado (San Blas - Canillejas),2025-03-15,2025-03-15,19:00:00.0,23:59:00.0
The Walk Productions | Compañía Nacional de Danza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=408b52df5d253910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,Centro Danza Matadero - CDM,2025-06-07,2025-06-07,00:00:00.0,23:59:00.0
Tienes mucho que escribir. Taller de escritura,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab9cfbf5a03f3910VgnVCM2000001f4a900aRCRD,28016,CALLE ENRIQUE JARDIEL PONCELA 8,18:00,Espacio de Igualdad Nieves Torres. Chamartín,2025-02-13,2025-02-27,18:00:00.0,23:59:00.0
Tierra baja,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f6a080313315910VgnVCM2000001f4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,Cineteca Madrid,2025-03-15,2025-03-15,20:30:00.0,23:59:00.0
Tierra baja,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e669c4490405910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,18:00,Cineteca Madrid,2025-03-14,2025-03-14,18:00:00.0,23:59:00.0
"Top Secret: aventuras, sueños y mentiras",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7901387ac444910VgnVCM2000001f4a900aRCRD,28045,PASEO CHOPERA 14,,Casa del Lector,2025-03-16,2025-03-16,00:00:00.0,23:59:00.0
"Top Secret: aventuras, sueños y mentiras",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9afd87330c444910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,Matadero Madrid,2025-01-26,2025-03-16,00:00:00.0,23:59:00.0
Trampa para un hombre solo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=25b03bbfeae15910VgnVCM2000001f4a900aRCRD,28039,CALLE ALMANSA 9,19:00,Centro Sociocultural José de Espronceda (Tetuán),2025-03-07,2025-03-07,19:00:00.0,23:59:00.0
Transformación de caja de zapatos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cb2b2c84ecd15910VgnVCM2000001f4a900aRCRD,28022,AVENIDA SEPTIMA 11,17:00,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),2025-03-21,2025-03-21,17:00:00.0,23:59:00.0
Triatlón por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e703104e46fa710VgnVCM1000001d4a900aRCRD,28011,PASEO PUERTA DEL ANGEL 7,00:00,Centro Deportivo Municipal Casa de Campo,2024-09-01,2025-06-30,00:00:00.0,23:59:00.0
Triatlón por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=86742bbbbdc89810VgnVCM2000001f4a900aRCRD,28042,AVENIDA LOGROÑO 70,00:00,Centro Deportivo Municipal Barajas,2024-09-01,2025-06-30,00:00:00.0,23:59:00.0
Triatlón por Madrid,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7df3104e46fa710VgnVCM1000001d4a900aRCRD,28031,CALLE CERRO DE ALMODOVAR 9,00:00,Centro Deportivo Municipal Cerro Almodóvar,2024-09-01,2025-06-30,00:00:00.0,23:59:00.0
Tributo a Luis Mateo Díez,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0f9177dee57a4910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,11:00,Centro Cultural Casa de Vacas (Retiro),2025-03-29,2025-03-29,11:00:00.0,23:59:00.0
Trópico sin tópico: Amazonas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=517b08502f864910VgnVCM1000001d4a900aRCRD,28014,PLAZA CIBELES 1,,CentroCentro,2025-02-13,2025-06-22,00:00:00.0,23:59:00.0
Tu salud ¡en el móvil! Madrid Aula Digital,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ac01f7cdf1ef4910VgnVCM2000001f4a900aRCRD,28024,CALLE GRANJA DE TORREHERMOSA 1,10:00,Biblioteca Pública Municipal Ángel González (Latina),2025-03-31,2025-04-02,10:00:00.0,23:59:00.0
